level,run,variant,source,case,region,role,samples,run_count,median_us,p95_us,min_run_median_us,max_run_median_us,run_median_spread_us,run_median_spread_percent,baseline_median_us,delta_us,delta_percent,target_metric,allocation_status,median_bytes_per_iteration
run,run08-mass,mass,physics,box,shape_pair_create_dispose,representative,8,1,1.73828125,1.8473828124999998,,,,,,,,False,unavailable,
run,run08-mass,mass,physics,character,adopt_colliders,representative,64,1,10.6,11.385,,,,,,,,False,unavailable,
run,run08-mass,mass,physics,character,box_mass_divide,representative,8,1,4.33037109375,4.4233740234375,,,,,,,,True,unavailable,
run,run08-mass,mass,physics,character,prepare_colliders,representative,64,1,20.1,22.1,,,,,,,,False,unavailable,
run,run08-mass,mass,physics,character,provisional_build,representative,64,1,73.75,88.63499999999995,,,,,,,,True,unavailable,
run,run08-mass,mass,physics,character,shape_pair_create_dispose,representative,8,1,6.10703125,6.7003515625,,,,,,,,False,unavailable,
run,run08-mass,mass,registration,highwater2048_live16,late_duplicate,stress,8,1,2.010546875,2.1073596191406248,,,,,,,,False,unavailable,
run,run08-mass,mass,registration,highwater2048_live16,unregistered,stress,8,1,2.09228515625,2.20396240234375,,,,,,,,False,unavailable,
run,run08-mass,mass,registration,live16,late_duplicate,representative,8,1,0.02200927734375,0.0220703125,,,,,,,,False,unavailable,
run,run08-mass,mass,registration,live16,unregistered,representative,8,1,0.02218017578125,0.0301025390625,,,,,,,,False,unavailable,
run,run08-mass,mass,registration,live32,late_duplicate,representative,8,1,0.05174560546875,0.0521728515625,,,,,,,,False,unavailable,
run,run08-mass,mass,registration,live32,unregistered,representative,8,1,0.051806640625,0.053542480468749994,,,,,,,,False,unavailable,
run,run08-mass,mass,registration,live512,late_duplicate,stress,8,1,0.744873046875,0.775406494140625,,,,,,,,False,unavailable,
run,run08-mass,mass,registration,live512,unregistered,stress,8,1,0.7377685546874999,0.77313232421875,,,,,,,,False,unavailable,
run,run09-colliders,colliders,physics,box,adopt_colliders,representative,64,1,2.7,2.8,,,,,,,,True,unavailable,
run,run09-colliders,colliders,physics,box,box_mass_divide,representative,8,1,3.9334472656250004,4.1172460937499995,,,,,,,,False,unavailable,
run,run09-colliders,colliders,physics,box,prepare_colliders,representative,64,1,4.5,5.584999999999999,,,,,,,,True,unavailable,
run,run09-colliders,colliders,physics,box,provisional_build,representative,64,1,35.650000000000006,39.455,,,,,,,,False,unavailable,
run,run09-colliders,colliders,physics,box,shape_pair_create_dispose,representative,8,1,1.7861328125,1.82564453125,,,,,,,,False,unavailable,
run,run09-colliders,colliders,physics,character,adopt_colliders,representative,64,1,10.4,10.885,,,,,,,,True,unavailable,
run,run09-colliders,colliders,physics,character,box_mass_divide,representative,8,1,4.073046875,4.1388916015624995,,,,,,,,False,unavailable,
run,run09-colliders,colliders,physics,character,prepare_colliders,representative,64,1,19.15,21.094999999999995,,,,,,,,True,unavailable,
run,run09-colliders,colliders,physics,character,provisional_build,representative,64,1,74.25,92.17,,,,,,,,False,unavailable,
run,run09-colliders,colliders,physics,character,shape_pair_create_dispose,representative,8,1,5.7611328125,5.87296875,,,,,,,,False,unavailable,
run,run09-colliders,colliders,registration,highwater2048_live16,late_duplicate,stress,8,1,1.9876220703125,2.0910021972656248,,,,,,,,False,unavailable,
run,run09-colliders,colliders,registration,highwater2048_live16,unregistered,stress,8,1,1.8824340820312502,2.000179443359375,,,,,,,,False,unavailable,
run,run09-colliders,colliders,registration,live16,late_duplicate,representative,8,1,0.02039794921875,0.021535644531250002,,,,,,,,False,unavailable,
run,run09-colliders,colliders,registration,live16,unregistered,representative,8,1,0.0212158203125,0.028548583984375,,,,,,,,False,unavailable,
run,run09-colliders,colliders,registration,live32,late_duplicate,representative,8,1,0.0486572265625,0.05730468749999999,,,,,,,,False,unavailable,
run,run09-colliders,colliders,registration,live32,unregistered,representative,8,1,0.04775390625,0.048150634765625,,,,,,,,False,unavailable,
run,run09-colliders,colliders,registration,live512,late_duplicate,stress,8,1,0.6613037109375,0.680521240234375,,,,,,,,False,unavailable,
run,run09-colliders,colliders,registration,live512,unregistered,stress,8,1,0.6517578125000001,0.67029296875,,,,,,,,False,unavailable,
