run,backend,source_fingerprint,case,phase,mode,probe_schema,stage,metric,positive_minus_negative_n,positive_minus_negative_median,positive_minus_negative_p95,positive_minus_negative_min,positive_minus_negative_max,first_minus_second_n,first_minus_second_median,first_minus_second_p95,first_minus_second_min,first_minus_second_max,order_kind,positive_ordinal,negative_ordinal,positive_colliders,negative_colliders
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,1,newRoot,BuildSide,thread_cycles,8,-17790.5,-15560.95,-19581,-15534,8,17790.5,19143.5,15534,19581,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,1,newRoot,SetActive,elapsed_us,8,9.25,11.28,8.3,11.700000000000001,8,-9.25,-8.405000000000001,-11.700000000000001,-8.3,activation,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,1,newRoot,SetActive,thread_cycles,8,19542.5,23508.85,17737,24324,8,-19542.5,-17881.55,-24324,-17737,activation,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,1,newRoot,colliders,elapsed_us,8,2.75,3.895,2.1,4.0,8,-2.75,-2.24,-4.0,-2.1,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,1,newRoot,colliders,thread_cycles,8,5815.5,8278.85,4434,8464,8,-5815.5,-4662.200000000001,-8464,-4434,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,1,newRoot,newRoot,elapsed_us,8,-2.9000000000000004,-2.6,-3.3000000000000003,-2.6,8,2.9000000000000004,3.265,2.6,3.3000000000000003,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,1,newRoot,newRoot,thread_cycles,8,-6226.5,-5592.150000000001,-6997,-5498,8,6226.5,6945.55,5498,6997,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,1,newRoot,objects,elapsed_us,8,-10.8,-9.345,-11.100000000000001,-9.1,8,10.8,11.065000000000001,9.1,11.100000000000001,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,1,newRoot,objects,thread_cycles,8,-22844.0,-19547.05,-23527,-18937,8,22844.0,23442.3,18937,23527,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,2,newRoot,BuildSide,elapsed_us,8,16.25,19.505,13.600000000000001,20.8,8,16.25,19.505,13.600000000000001,20.8,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,2,newRoot,BuildSide,thread_cycles,8,34281.0,41261.899999999994,28683,44022,8,34281.0,41261.899999999994,28683,44022,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,2,newRoot,SetActive,elapsed_us,8,22.050000000000004,23.98,21.400000000000002,24.400000000000002,8,22.050000000000004,23.98,21.400000000000002,24.400000000000002,activation,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,2,newRoot,SetActive,thread_cycles,8,46628.5,50733.4,45288,51607,8,46628.5,50733.4,45288,51607,activation,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,2,newRoot,colliders,elapsed_us,8,5.9,6.53,4.4,6.6000000000000005,8,5.9,6.53,4.4,6.6000000000000005,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,2,newRoot,colliders,thread_cycles,8,12560.0,13844.25,9345,13972,8,12560.0,13844.25,9345,13972,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,2,newRoot,newRoot,elapsed_us,8,2.4000000000000004,3.79,1.6,4.0,8,2.4000000000000004,3.79,1.6,4.0,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,2,newRoot,newRoot,thread_cycles,8,5372.5,8124.15,3435,8576,8,5372.5,8124.15,3435,8576,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,2,newRoot,objects,elapsed_us,8,9.350000000000001,12.62,7.800000000000001,13.600000000000001,8,9.350000000000001,12.62,7.800000000000001,13.600000000000001,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,2,newRoot,objects,thread_cycles,8,19697.0,26793.499999999996,16547,28925,8,19697.0,26793.499999999996,16547,28925,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,3,newRoot,BuildSide,elapsed_us,8,-7.700000000000001,-6.6000000000000005,-9.600000000000001,-6.6000000000000005,8,7.700000000000001,9.495000000000001,6.6000000000000005,9.600000000000001,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,3,newRoot,BuildSide,thread_cycles,8,-16238.0,-14099.4,-20227,-14077,8,16238.0,20013.5,14077,20227,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,3,newRoot,SetActive,elapsed_us,8,22.150000000000002,24.345,18.7,24.8,8,22.150000000000002,24.345,18.7,24.8,activation,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,3,newRoot,SetActive,thread_cycles,8,46878.0,51542.049999999996,39335,52381,8,46878.0,51542.049999999996,39335,52381,activation,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,3,newRoot,colliders,elapsed_us,8,2.8500000000000005,3.42,2.2,3.7,8,-2.8500000000000005,-2.2700000000000005,-3.7,-2.2,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,3,newRoot,colliders,thread_cycles,8,5980.0,7199.549999999999,4437,7713,8,-5980.0,-4701.25,-7713,-4437,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,3,newRoot,newRoot,elapsed_us,8,-2.6500000000000004,-2.0700000000000003,-4.1000000000000005,-2.0,8,2.6500000000000004,3.785,2.0,4.1000000000000005,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,3,newRoot,newRoot,thread_cycles,8,-5777.0,-4431.1,-8720,-4303,8,5777.0,8086.499999999999,4303,8720,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,3,newRoot,objects,elapsed_us,8,-9.5,-9.035,-11.9,-9.0,8,9.5,11.83,9.0,11.9,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,measured,3,newRoot,objects,thread_cycles,8,-19866.5,-19135.15,-24957,-19013,8,19866.5,24889.1,19013,24957,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,0,newRoot,BuildSide,elapsed_us,1,46.6,46.6,46.6,46.6,1,46.6,46.6,46.6,46.6,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,0,newRoot,BuildSide,thread_cycles,1,91778.0,91778.0,91778,91778,1,91778.0,91778.0,91778,91778,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,0,newRoot,SetActive,elapsed_us,1,9.0,9.0,9.0,9.0,1,-9.0,-9.0,-9.0,-9.0,activation,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,0,newRoot,SetActive,thread_cycles,1,18804.0,18804.0,18804,18804,1,-18804.0,-18804.0,-18804,-18804,activation,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,0,newRoot,colliders,elapsed_us,1,9.600000000000001,9.600000000000001,9.600000000000001,9.600000000000001,1,9.600000000000001,9.600000000000001,9.600000000000001,9.600000000000001,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,0,newRoot,colliders,thread_cycles,1,20403.0,20403.0,20403,20403,1,20403.0,20403.0,20403,20403,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,0,newRoot,newRoot,elapsed_us,1,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,1,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,0,newRoot,newRoot,thread_cycles,1,8714.0,8714.0,8714,8714,1,8714.0,8714.0,8714,8714,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,0,newRoot,objects,elapsed_us,1,35.9,35.9,35.9,35.9,1,35.9,35.9,35.9,35.9,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,0,newRoot,objects,thread_cycles,1,69734.0,69734.0,69734,69734,1,69734.0,69734.0,69734,69734,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,1,newRoot,BuildSide,elapsed_us,1,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,-3.8000000000000003,1,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.8000000000000003,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,1,newRoot,BuildSide,thread_cycles,1,-7915.0,-7915.0,-7915,-7915,1,7915.0,7915.0,7915,7915,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,1,newRoot,SetActive,elapsed_us,1,10.5,10.5,10.5,10.5,1,-10.5,-10.5,-10.5,-10.5,activation,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,1,newRoot,SetActive,thread_cycles,1,21920.0,21920.0,21920,21920,1,-21920.0,-21920.0,-21920,-21920,activation,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,1,newRoot,colliders,elapsed_us,1,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,1,-4.1000000000000005,-4.1000000000000005,-4.1000000000000005,-4.1000000000000005,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,1,newRoot,colliders,thread_cycles,1,8749.0,8749.0,8749,8749,1,-8749.0,-8749.0,-8749,-8749,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,1,newRoot,newRoot,elapsed_us,1,-2.4000000000000004,-2.4000000000000004,-2.4000000000000004,-2.4000000000000004,1,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,1,newRoot,newRoot,thread_cycles,1,-5302.0,-5302.0,-5302,-5302,1,5302.0,5302.0,5302,5302,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,1,newRoot,objects,elapsed_us,1,-7.6000000000000005,-7.6000000000000005,-7.6000000000000005,-7.6000000000000005,1,7.6000000000000005,7.6000000000000005,7.6000000000000005,7.6000000000000005,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,1,newRoot,objects,thread_cycles,1,-16184.0,-16184.0,-16184,-16184,1,16184.0,16184.0,16184,16184,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,2,newRoot,BuildSide,elapsed_us,1,16.400000000000002,16.400000000000002,16.400000000000002,16.400000000000002,1,16.400000000000002,16.400000000000002,16.400000000000002,16.400000000000002,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,2,newRoot,BuildSide,thread_cycles,1,34741.0,34741.0,34741,34741,1,34741.0,34741.0,34741,34741,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,2,newRoot,SetActive,elapsed_us,1,21.400000000000002,21.400000000000002,21.400000000000002,21.400000000000002,1,21.400000000000002,21.400000000000002,21.400000000000002,21.400000000000002,activation,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,2,newRoot,SetActive,thread_cycles,1,45290.0,45290.0,45290,45290,1,45290.0,45290.0,45290,45290,activation,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,2,newRoot,colliders,elapsed_us,1,5.5,5.5,5.5,5.5,1,5.5,5.5,5.5,5.5,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,2,newRoot,colliders,thread_cycles,1,11710.0,11710.0,11710,11710,1,11710.0,11710.0,11710,11710,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,2,newRoot,newRoot,elapsed_us,1,2.5,2.5,2.5,2.5,1,2.5,2.5,2.5,2.5,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,2,newRoot,newRoot,thread_cycles,1,5400.0,5400.0,5400,5400,1,5400.0,5400.0,5400,5400,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,2,newRoot,objects,elapsed_us,1,10.4,10.4,10.4,10.4,1,10.4,10.4,10.4,10.4,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,2,newRoot,objects,thread_cycles,1,22004.0,22004.0,22004,22004,1,22004.0,22004.0,22004,22004,build,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,3,newRoot,BuildSide,elapsed_us,1,-4.0,-4.0,-4.0,-4.0,1,4.0,4.0,4.0,4.0,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,3,newRoot,BuildSide,thread_cycles,1,-8437.0,-8437.0,-8437,-8437,1,8437.0,8437.0,8437,8437,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,3,newRoot,SetActive,elapsed_us,1,22.8,22.8,22.8,22.8,1,22.8,22.8,22.8,22.8,activation,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,3,newRoot,SetActive,thread_cycles,1,48117.0,48117.0,48117,48117,1,48117.0,48117.0,48117,48117,activation,1,2,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,3,newRoot,colliders,elapsed_us,1,4.5,4.5,4.5,4.5,1,-4.5,-4.5,-4.5,-4.5,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,3,newRoot,colliders,thread_cycles,1,9557.0,9557.0,9557,9557,1,-9557.0,-9557.0,-9557,-9557,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,3,newRoot,newRoot,elapsed_us,1,-2.5,-2.5,-2.5,-2.5,1,2.5,2.5,2.5,2.5,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,3,newRoot,newRoot,thread_cycles,1,-5587.0,-5587.0,-5587,-5587,1,5587.0,5587.0,5587,5587,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,3,newRoot,objects,elapsed_us,1,-8.1,-8.1,-8.1,-8.1,1,8.1,8.1,8.1,8.1,build,2,1,15,9
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,character,warmup,3,newRoot,objects,thread_cycles,1,-17053.0,-17053.0,-17053,-17053,1,17053.0,17053.0,17053,17053,build,2,1,15,9
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,BuildSide,elapsed_us,8,11.650000000000002,13.19,10.0,13.4,8,11.650000000000002,13.19,10.0,13.4,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,BuildSide,thread_cycles,8,24641.5,27917.2,21173,28438,8,24641.5,27917.2,21173,28438,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,SetActive,elapsed_us,8,3.8500000000000005,4.595,3.0,4.7,8,-3.8500000000000005,-3.0700000000000003,-4.7,-3.0,activation,2,1,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,SetActive,thread_cycles,8,8158.0,9558.85,6500,9800,8,-8158.0,-6534.65,-9800,-6500,activation,2,1,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,colliders,elapsed_us,8,1.2000000000000002,1.795,1.0,1.9000000000000001,8,1.2000000000000002,1.795,1.0,1.9000000000000001,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,colliders,thread_cycles,8,2670.0,3814.8499999999995,1965,4091,8,2670.0,3814.8499999999995,1965,4091,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,newRoot,elapsed_us,8,2.8000000000000003,3.365,2.4000000000000004,3.4000000000000004,8,2.8000000000000003,3.365,2.4000000000000004,3.4000000000000004,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,newRoot,thread_cycles,8,6100.0,7213.7,5207,7416,8,6100.0,7213.7,5207,7416,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,objects,elapsed_us,8,9.7,10.92,8.3,11.200000000000001,8,9.7,10.92,8.3,11.200000000000001,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,objects,thread_cycles,8,20564.0,23035.05,17564,23615,8,20564.0,23035.05,17564,23615,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,BuildSide,elapsed_us,8,-11.9,-9.835,-13.700000000000001,-9.8,8,11.9,13.525,9.8,13.700000000000001,build,2,1,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,BuildSide,thread_cycles,8,-25023.0,-20799.25,-28926,-20710,8,25023.0,28543.45,20710,28926,build,2,1,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,SetActive,elapsed_us,8,3.8000000000000003,5.215,1.7000000000000002,5.6000000000000005,8,-3.8000000000000003,-2.190000000000001,-5.6000000000000005,-1.7000000000000002,activation,2,1,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,SetActive,thread_cycles,8,7843.0,11235.499999999998,3688,12065,8,-7843.0,-4654.350000000001,-12065,-3688,activation,2,1,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,colliders,elapsed_us,8,-1.0,-0.8350000000000001,-1.3,-0.8,8,1.0,1.2650000000000001,0.8,1.3,build,2,1,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,colliders,thread_cycles,8,-2170.0,-1703.0500000000002,-2598,-1590,8,2170.0,2588.55,1590,2598,build,2,1,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,newRoot,elapsed_us,8,-2.6,-1.2000000000000002,-4.0,-1.2000000000000002,8,2.6,3.6499999999999995,1.2000000000000002,4.0,build,2,1,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,newRoot,thread_cycles,8,-5562.0,-2690.75,-8723,-2612,8,5562.0,7896.299999999999,2612,8723,build,2,1,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,objects,elapsed_us,8,-9.8,-8.47,-11.700000000000001,-8.4,8,9.8,11.63,8.4,11.700000000000001,build,2,1,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,objects,thread_cycles,8,-20752.0,-17845.15,-24523,-17618,8,20752.0,24405.75,17618,24523,build,2,1,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,BuildSide,elapsed_us,8,11.25,25.64499999999999,10.0,33.1,8,11.25,25.64499999999999,10.0,33.1,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,BuildSide,thread_cycles,8,23864.0,54724.14999999998,21205,70730,8,23864.0,54724.14999999998,21205,70730,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,SetActive,elapsed_us,8,17.9,22.919999999999998,16.400000000000002,25.3,8,17.9,22.919999999999998,16.400000000000002,25.3,activation,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,SetActive,thread_cycles,8,37749.5,48373.74999999999,34652,53468,8,37749.5,48373.74999999999,34652,53468,activation,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,colliders,elapsed_us,8,1.1500000000000001,2.06,0.9,2.2,8,1.1500000000000001,2.06,0.9,2.2,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,colliders,thread_cycles,8,2500.0,4279.099999999999,1834,4452,8,2500.0,4279.099999999999,1834,4452,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,newRoot,elapsed_us,8,3.0,10.509999999999994,2.2,14.5,8,3.0,10.509999999999994,2.2,14.5,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,newRoot,thread_cycles,8,6317.0,22512.249999999985,4818,31096,8,6317.0,22512.249999999985,4818,31096,build,1,2,1,1
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,objects,elapsed_us,8,9.65,23.09999999999999,7.7,30.1,8,9.65,23.09999999999999,7.7,30.1,build,1,2,1,1
