run,backend,source_fingerprint,case,phase,mode,probe_schema,span,elapsed_us_n,elapsed_us_median,elapsed_us_p95,elapsed_us_min,elapsed_us_max,thread_cycles_n,thread_cycles_median,thread_cycles_p95,thread_cycles_min,thread_cycles_max
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,BuildPublish,8,83.6,90.0,78.7,90.7,8,176885.0,190614.8,166406,191711
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,BuildSide+,8,20.799999999999997,22.11,19.9,22.6,8,43668.5,46612.65,41956,47656
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,BuildSide-,8,8.850000000000001,9.53,8.1,9.6,8,18483.5,20089.7,17011,20229
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,BuildSide_pair,8,29.45,31.479999999999997,28.6,31.9,8,61846.5,66351.55,60260,67131
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,SetActive+,8,13.5,15.454999999999998,12.2,15.7,8,28819.5,32846.1,26013,33362
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,SetActive-,8,9.55,10.5,8.5,10.5,8,20529.0,22557.5,18176,22568
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,SetActive_pair,8,22.85,25.29,21.4,25.5,8,48928.0,53989.1,45953,54456
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,buildtotal,8,46.95,50.449999999999996,45.2,50.8,8,99617.0,107282.35,95955,107611
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,colliders+,8,2.1,2.5,1.9,2.5,8,4700.5,5554.95,4292,5612
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,colliders-,8,1.0,1.13,0.9,1.2,8,2345.0,2598.15,2174,2658
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,colliders_pair,8,3.1,3.465,2.8,3.5,8,7159.0,7884.95,6573,8026
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,newRoot+,8,5.05,5.76,4.3,5.9,8,11011.0,12602.05,9523,12944
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,newRoot-,8,2.05,2.5949999999999998,1.9,2.7,8,4598.5,5816.95,4182,6042
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,newRoot_pair,8,7.05,8.285,6.3,8.6,8,15466.0,18181.35,13919,18986
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,objects+,8,17.25,18.674999999999997,15.9,19.2,8,36647.0,39724.049999999996,33674,40878
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,objects-,8,7.199999999999999,7.994999999999999,6.5,8.1,8,15336.0,16949.75,13878,17200
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,objects_pair,8,24.299999999999997,26.215,23.2,26.6,8,51548.5,55946.9,49129,56838
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,0,newRoot,publishtotal,8,36.85,39.864999999999995,33.3,39.9,8,77708.0,84049.95,70374,84100
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,BuildPublish,8,86.35,343.8699999999998,75.1,464.9,8,182709.0,630645.8499999996,158564,836253
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,BuildSide+,8,9.2,12.299999999999997,8.8,13.7,8,19313.0,26039.499999999996,18399,29053
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,BuildSide-,8,19.55,40.94,18.7,44.3,8,41131.0,84193.24999999999,39217,90299
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,BuildSide_pair,8,28.65,53.20499999999999,27.6,58.0,8,60324.0,110075.94999999998,57786,119352
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,SetActive+,8,13.2,14.9,11.7,14.9,8,28166.0,31801.85,25102,31805
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,SetActive-,8,9.75,18.739999999999995,8.4,20.7,8,20964.0,40862.799999999996,18138,45438
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,SetActive_pair,8,23.55,33.315,20.1,35.1,8,50363.5,72004.9,43240,76228
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,buildtotal,8,47.349999999999994,71.91499999999999,42.4,75.8,8,100436.0,150323.44999999998,90825,157643
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,colliders+,8,1.0,1.3,0.9,1.3,8,2368.0,3039.5,2082,3043
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,colliders-,8,2.05,3.295,1.7,3.4,8,4691.5,7230.95,4015,7484
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,colliders_pair,8,3.15,4.359999999999999,2.9,4.5,8,7245.5,9660.05,6615,9939
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,newRoot+,8,2.4,4.564999999999999,1.9,5.3,8,5212.5,9863.599999999999,4284,11440
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,newRoot-,8,4.5,9.969999999999995,4.1,12.7,8,9905.5,21343.64999999999,8961,27147
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,newRoot_pair,8,6.85,13.244999999999997,6.2,15.1,8,14983.5,28583.949999999993,13895,32323
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,objects+,8,7.4,10.569999999999999,6.8,11.9,8,15862.5,22578.649999999994,14690,25428
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,objects-,8,15.9,35.52499999999999,15.3,38.5,8,33700.5,73930.49999999999,32458,79527
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,objects_pair,8,23.3,46.02499999999999,22.4,50.4,8,49563.0,96324.34999999999,47853,104955
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,1,newRoot,publishtotal,8,37.5,291.8099999999998,31.9,422.5,8,79057.5,520713.6499999997,67032,745428
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,BuildPublish,8,81.6,100.05999999999999,78.0,107.2,8,172331.0,212176.3,164858,227332
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,BuildSide+,8,20.7,25.154999999999998,18.7,26.8,8,43645.0,52845.34999999999,39381,56338
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,BuildSide-,8,8.850000000000001,9.915,8.3,10.3,8,18529.5,20873.8,17410,21641
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,BuildSide_pair,8,29.450000000000003,35.07,27.3,37.1,8,62026.5,73719.15,57444,77979
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,SetActive+,8,19.049999999999997,24.305,18.1,26.3,8,40588.0,51665.299999999996,38539,55831
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,SetActive-,8,3.1,3.3649999999999998,3.0,3.4,8,6934.0,7356.75,6690,7453
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,SetActive_pair,8,22.15,27.669999999999995,21.2,29.7,8,47439.5,59002.45,45237,63284
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,buildtotal,8,46.4,56.80499999999999,42.9,60.9,8,98170.5,120956.9,91605,129653
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,colliders+,8,2.05,2.665,1.7,2.7,8,4553.0,5822.15,3864,5854
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,colliders-,8,0.9,1.3299999999999998,0.9,1.4,8,2240.0,3036.7499999999995,2216,3210
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,colliders_pair,8,3.05,3.73,2.8,3.8,8,6907.0,8336.6,6508,8478
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,newRoot+,8,4.9,6.02,4.6,6.3,8,10991.0,13239.0,9979,13666
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,newRoot-,8,2.25,3.0949999999999998,1.8,3.2,8,4903.0,6689.599999999999,4201,6887
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,newRoot_pair,8,7.3,9.024999999999999,6.6,9.2,8,15970.5,19759.4,14377,19989
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,objects+,8,17.2,21.099999999999998,15.5,22.5,8,36574.5,44857.2,33012,47835
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,objects-,8,7.25,8.184999999999999,6.6,8.5,8,15396.0,17454.899999999998,13948,18066
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,objects_pair,8,24.6,29.284999999999997,22.3,31.0,8,52286.5,62312.09999999999,47499,65901
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,2,newRoot,publishtotal,8,35.25,43.254999999999995,34.4,46.3,8,74182.5,91219.4,72468,97679
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,BuildPublish,8,83.65,87.01,80.6,88.2,8,177798.0,184127.94999999998,170504,186509
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,BuildSide+,8,8.95,10.864999999999998,8.4,11.6,8,18906.5,22838.449999999997,17544,24383
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,BuildSide-,8,21.65,23.09,19.6,23.3,8,45559.0,48513.8,41056,48938
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,BuildSide_pair,8,30.5,33.495,28.4,34.3,8,64208.5,70371.59999999999,59433,72109
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,SetActive+,8,19.700000000000003,20.365,19.2,20.4,8,42014.5,43399.55,40890,43486
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,SetActive-,8,3.25,3.465,3.1,3.5,8,7267.5,7531.85,6818,7563
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,SetActive_pair,8,23.05,23.665,22.4,23.7,8,49381.5,50603.4,47893,50686
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,buildtotal,8,47.5,49.78,45.1,50.2,8,101323.0,105813.9,95662,106355
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,colliders+,8,1.0,1.23,0.9,1.3,8,2263.5,2770.25,2170,2870
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,colliders-,8,2.05,2.8899999999999997,1.9,3.1,8,4644.5,6489.549999999999,4323,6926
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,colliders_pair,8,3.1500000000000004,3.8249999999999997,2.9,4.0,8,7217.5,8684.0,6570,9111
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,newRoot+,8,2.3,2.63,2.0,2.7,8,5173.0,5690.099999999999,4449,5800
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,newRoot-,8,4.75,5.93,4.1,6.0,8,10225.0,12867.4,9052,12999
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,newRoot_pair,8,7.0,8.395,6.4,8.5,8,15209.0,18237.0,14124,18370
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,objects+,8,7.3,9.264999999999999,6.7,10.0,8,15607.0,19773.6,14436,21315
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,objects-,8,17.5,19.72,15.7,20.0,8,37024.5,41880.95,33501,42463
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,objects_pair,8,24.799999999999997,28.43,22.5,29.2,8,52801.0,60500.45,48122,62115
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,measured,3,newRoot,publishtotal,8,35.8,37.825,35.0,38.0,8,75402.5,79786.15,73886,80154
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,BuildPublish,1,106.8,106.8,106.8,106.8,1,229604.0,229604.0,229604,229604
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,BuildSide+,1,28.3,28.3,28.3,28.3,1,59369.0,59369.0,59369,59369
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,BuildSide-,1,10.4,10.4,10.4,10.4,1,21970.0,21970.0,21970,21970
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,BuildSide_pair,1,38.7,38.7,38.7,38.7,1,81339.0,81339.0,81339,81339
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,SetActive+,1,15.0,15.0,15.0,15.0,1,32143.0,32143.0,32143,32143
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,SetActive-,1,14.4,14.4,14.4,14.4,1,30562.0,30562.0,30562,30562
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,SetActive_pair,1,29.4,29.4,29.4,29.4,1,62705.0,62705.0,62705,62705
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,buildtotal,1,58.4,58.4,58.4,58.4,1,127528.0,127528.0,127528,127528
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,colliders+,1,3.4,3.4,3.4,3.4,1,7374.0,7374.0,7374,7374
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,colliders-,1,1.0,1.0,1.0,1.0,1,2335.0,2335.0,2335,2335
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,colliders_pair,1,4.4,4.4,4.4,4.4,1,9709.0,9709.0,9709,9709
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,newRoot+,1,8.1,8.1,8.1,8.1,1,17500.0,17500.0,17500,17500
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,newRoot-,1,2.1,2.1,2.1,2.1,1,4754.0,4754.0,4754,4754
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,newRoot_pair,1,10.2,10.2,10.2,10.2,1,22254.0,22254.0,22254,22254
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,objects+,1,23.6,23.6,23.6,23.6,1,50012.0,50012.0,50012,50012
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,objects-,1,8.8,8.8,8.8,8.8,1,18728.0,18728.0,18728,18728
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,objects_pair,1,32.4,32.4,32.4,32.4,1,68740.0,68740.0,68740,68740
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,0,newRoot,publishtotal,1,48.4,48.4,48.4,48.4,1,102076.0,102076.0,102076,102076
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,BuildPublish,1,62.1,62.1,62.1,62.1,1,131011.0,131011.0,131011,131011
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,BuildSide+,1,8.5,8.5,8.5,8.5,1,17842.0,17842.0,17842,17842
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,BuildSide-,1,15.5,15.5,15.5,15.5,1,32848.0,32848.0,32848,32848
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,BuildSide_pair,1,24.0,24.0,24.0,24.0,1,50690.0,50690.0,50690,50690
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,SetActive+,1,10.4,10.4,10.4,10.4,1,22385.0,22385.0,22385,22385
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,SetActive-,1,7.9,7.9,7.9,7.9,1,17162.0,17162.0,17162,17162
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,SetActive_pair,1,18.3,18.3,18.3,18.3,1,39547.0,39547.0,39547,39547
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,buildtotal,1,33.5,33.5,33.5,33.5,1,70752.0,70752.0,70752,70752
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,colliders+,1,0.9,0.9,0.9,0.9,1,2212.0,2212.0,2212,2212
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,colliders-,1,1.7,1.7,1.7,1.7,1,4036.0,4036.0,4036,4036
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,colliders_pair,1,2.6,2.6,2.6,2.6,1,6248.0,6248.0,6248,6248
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,newRoot+,1,2.2,2.2,2.2,2.2,1,4995.0,4995.0,4995,4995
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,newRoot-,1,4.0,4.0,4.0,4.0,1,8708.0,8708.0,8708,8708
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,newRoot_pair,1,6.2,6.2,6.2,6.2,1,13703.0,13703.0,13703,13703
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,objects+,1,7.0,7.0,7.0,7.0,1,14779.0,14779.0,14779,14779
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,objects-,1,12.8,12.8,12.8,12.8,1,27325.0,27325.0,27325,27325
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,objects_pair,1,19.8,19.8,19.8,19.8,1,42104.0,42104.0,42104,42104
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,1,newRoot,publishtotal,1,28.6,28.6,28.6,28.6,1,60259.0,60259.0,60259,60259
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,2,newRoot,BuildPublish,1,80.0,80.0,80.0,80.0,1,169460.0,169460.0,169460,169460
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,2,newRoot,BuildSide+,1,21.7,21.7,21.7,21.7,1,45719.0,45719.0,45719,45719
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,2,newRoot,BuildSide-,1,8.3,8.3,8.3,8.3,1,17439.0,17439.0,17439,17439
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,2,newRoot,BuildSide_pair,1,30.0,30.0,30.0,30.0,1,63158.0,63158.0,63158,63158
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,2,newRoot,SetActive+,1,19.0,19.0,19.0,19.0,1,40392.0,40392.0,40392,40392
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,2,newRoot,SetActive-,1,3.1,3.1,3.1,3.1,1,6902.0,6902.0,6902,6902
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,2,newRoot,SetActive_pair,1,22.1,22.1,22.1,22.1,1,47294.0,47294.0,47294,47294
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,2,newRoot,buildtotal,1,45.6,45.6,45.6,45.6,1,96954.0,96954.0,96954,96954
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,2,newRoot,colliders+,1,1.8,1.8,1.8,1.8,1,4125.0,4125.0,4125,4125
player00-66233b83,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,box,warmup,2,newRoot,colliders-,1,1.0,1.0,1.0,1.0,1,2369.0,2369.0,2369,2369
