run,backend,source_fingerprint,probe_schema,case,phase,stage,metric,order_kind,mode_before,mode_after,positive_minus_negative_before,positive_minus_negative_after,first_minus_second_before,first_minus_second_after,side_difference_sign_reverses,ordinal_difference_sign_agrees
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,newRoot,elapsed_us,build,0,1,2.8000000000000003,-2.6,2.8000000000000003,2.6,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,newRoot,thread_cycles,build,0,1,6100.0,-5562.0,6100.0,5562.0,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,newRoot,elapsed_us,build,2,3,3.0,-2.6500000000000004,3.0,2.6500000000000004,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,newRoot,thread_cycles,build,2,3,6317.0,-5838.0,6317.0,5838.0,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,objects,elapsed_us,build,0,1,18.1,-6.300000000000001,18.1,6.300000000000001,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,objects,thread_cycles,build,0,1,38149.0,-13356.0,38149.0,13356.0,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,objects,elapsed_us,build,2,3,9.8,-19.900000000000002,9.8,19.900000000000002,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,objects,thread_cycles,build,2,3,20734.0,-41953.0,20734.0,41953.0,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,colliders,elapsed_us,build,0,1,7.2,3.4000000000000004,7.2,-3.4000000000000004,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,colliders,thread_cycles,build,0,1,15257.0,7171.0,15257.0,-7171.0,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,colliders,elapsed_us,build,2,3,4.6000000000000005,1.7000000000000002,4.6000000000000005,-1.7000000000000002,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,colliders,thread_cycles,build,2,3,9802.0,3618.0,9802.0,-3618.0,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,BuildSide,elapsed_us,build,0,1,26.3,-3.4000000000000004,26.3,3.4000000000000004,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,BuildSide,thread_cycles,build,0,1,54952.0,-7460.0,54952.0,7460.0,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,BuildSide,elapsed_us,build,2,3,15.200000000000001,-18.7,15.200000000000001,18.7,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,BuildSide,thread_cycles,build,2,3,32104.0,-39650.0,32104.0,39650.0,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,SetActive,elapsed_us,activation,0,2,7.9,22.400000000000002,-7.9,22.400000000000002,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,SetActive,thread_cycles,activation,0,2,16560.0,47149.0,-16560.0,47149.0,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,SetActive,elapsed_us,activation,1,3,10.5,37.0,-10.5,37.0,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,SetActive,thread_cycles,activation,1,3,22385.0,78330.0,-22385.0,78330.0,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,newRoot,elapsed_us,build,0,1,5.4,-2.5,5.4,2.5,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,newRoot,thread_cycles,build,0,1,12639.0,-5349.0,12639.0,5349.0,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,newRoot,elapsed_us,build,2,3,2.5,-9.1,2.5,9.1,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,newRoot,thread_cycles,build,2,3,5475.0,-19331.0,5475.0,19331.0,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,objects,elapsed_us,build,0,1,8.8,-9.05,8.8,9.05,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,objects,thread_cycles,build,0,1,18611.5,-19251.5,18611.5,19251.5,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,objects,elapsed_us,build,2,3,9.700000000000001,-9.200000000000001,9.700000000000001,9.200000000000001,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,objects,thread_cycles,build,2,3,20488.0,-19604.5,20488.0,19604.5,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,colliders,elapsed_us,build,0,1,5.65,3.2,5.65,-3.2,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,colliders,thread_cycles,build,0,1,11931.5,6818.5,11931.5,-6818.5,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,colliders,elapsed_us,build,2,3,5.45,3.3000000000000003,5.45,-3.3000000000000003,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,colliders,thread_cycles,build,2,3,11659.5,7064.0,11659.5,-7064.0,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,BuildSide,elapsed_us,build,0,1,14.95,-6.7,14.95,6.7,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,BuildSide,thread_cycles,build,0,1,31601.0,-14170.0,31601.0,14170.0,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,BuildSide,elapsed_us,build,2,3,16.0,-6.9,16.0,6.9,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,BuildSide,thread_cycles,build,2,3,33816.5,-14699.5,33816.5,14699.5,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,SetActive,elapsed_us,activation,0,2,8.9,22.3,-8.9,22.3,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,SetActive,thread_cycles,activation,0,2,18924.5,47003.5,-18924.5,47003.5,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,SetActive,elapsed_us,activation,1,3,8.9,22.0,-8.9,22.0,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,SetActive,thread_cycles,activation,1,3,18793.0,46548.0,-18793.0,46548.0,False,False
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,newRoot,elapsed_us,build,0,1,2.9000000000000004,-2.55,2.9000000000000004,2.55,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,newRoot,thread_cycles,build,0,1,6285.5,-5409.5,6285.5,5409.5,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,newRoot,elapsed_us,build,2,3,2.9000000000000004,-2.85,2.9000000000000004,2.85,True,True
player01-a923265f,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,newRoot,thread_cycles,build,2,3,6172.0,-6167.0,6172.0,6167.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,objects,elapsed_us,build,0,1,7.4,-10.0,7.4,10.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,objects,thread_cycles,build,0,1,15816.0,-21127.0,15816.0,21127.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,objects,elapsed_us,build,2,3,14.4,-9.8,14.4,9.8,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,objects,thread_cycles,build,2,3,30561.0,-20775.0,30561.0,20775.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,colliders,elapsed_us,build,0,1,0.8,-0.7000000000000001,0.8,0.7000000000000001,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,colliders,thread_cycles,build,0,1,1674.0,-1415.0,1674.0,1415.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,colliders,elapsed_us,build,2,3,1.1,0.4,1.1,-0.4,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,colliders,thread_cycles,build,2,3,2454.0,896.0,2454.0,-896.0,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,BuildSide,elapsed_us,build,0,1,8.9,-11.3,8.9,11.3,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,BuildSide,thread_cycles,build,0,1,18607.0,-23773.0,18607.0,23773.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,BuildSide,elapsed_us,build,2,3,18.0,-10.5,18.0,10.5,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,BuildSide,thread_cycles,build,2,3,37842.0,-22108.0,37842.0,22108.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,SetActive,elapsed_us,activation,0,2,4.9,27.1,-4.9,27.1,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,SetActive,thread_cycles,activation,0,2,10271.0,57329.0,-10271.0,57329.0,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,SetActive,elapsed_us,activation,1,3,3.5,18.5,-3.5,18.5,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,SetActive,thread_cycles,activation,1,3,7264.0,39159.0,-7264.0,39159.0,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,newRoot,elapsed_us,build,0,1,1.6,-3.2,1.6,3.2,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,newRoot,thread_cycles,build,0,1,3472.0,-6734.0,3472.0,6734.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,newRoot,elapsed_us,build,2,3,4.800000000000001,-2.6,4.800000000000001,2.6,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,newRoot,thread_cycles,build,2,3,10447.0,-5701.0,10447.0,5701.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,objects,elapsed_us,build,0,1,8.95,-9.7,8.95,9.7,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,objects,thread_cycles,build,0,1,18918.0,-20617.0,18918.0,20617.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,objects,elapsed_us,build,2,3,8.850000000000001,-9.5,8.850000000000001,9.5,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,objects,thread_cycles,build,2,3,18847.0,-19931.5,18847.0,19931.5,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,colliders,elapsed_us,build,0,1,0.95,-0.8,0.95,0.8,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,colliders,thread_cycles,build,0,1,1944.5,-1745.0,1944.5,1745.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,colliders,elapsed_us,build,2,3,1.1,-0.9500000000000001,1.1,0.9500000000000001,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,colliders,thread_cycles,build,2,3,2196.0,-2084.0,2196.0,2084.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,BuildSide,elapsed_us,build,0,1,10.65,-11.350000000000001,10.65,11.350000000000001,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,BuildSide,thread_cycles,build,0,1,22351.0,-23921.5,22351.0,23921.5,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,BuildSide,elapsed_us,build,2,3,10.8,-10.850000000000001,10.8,10.850000000000001,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,BuildSide,thread_cycles,build,2,3,22738.0,-22792.0,22738.0,22792.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,SetActive,elapsed_us,activation,0,2,4.550000000000001,15.8,-4.550000000000001,15.8,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,SetActive,thread_cycles,activation,0,2,9484.0,33520.5,-9484.0,33520.5,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,SetActive,elapsed_us,activation,1,3,4.050000000000001,16.25,-4.050000000000001,16.25,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,SetActive,thread_cycles,activation,1,3,8539.0,34425.5,-8539.0,34425.5,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,newRoot,elapsed_us,build,0,1,2.25,-2.55,2.25,2.55,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,newRoot,thread_cycles,build,0,1,4984.5,-5731.0,4984.5,5731.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,newRoot,elapsed_us,build,2,3,2.7,-2.25,2.7,2.25,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,newRoot,thread_cycles,build,2,3,5700.5,-5092.5,5700.5,5092.5,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,objects,elapsed_us,build,0,1,8.5,-9.3,8.5,9.3,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,objects,thread_cycles,build,0,1,18085.0,-19580.0,18085.0,19580.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,objects,elapsed_us,build,2,3,9.600000000000001,-8.700000000000001,9.600000000000001,8.700000000000001,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,objects,thread_cycles,build,2,3,20153.0,-18315.0,20153.0,18315.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,colliders,elapsed_us,build,0,1,5.4,2.7,5.4,-2.7,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,colliders,thread_cycles,build,0,1,11148.0,5716.0,11148.0,-5716.0,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,colliders,elapsed_us,build,2,3,6.800000000000001,3.6,6.800000000000001,-3.6,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,colliders,thread_cycles,build,2,3,14258.0,7388.0,14258.0,-7388.0,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,BuildSide,elapsed_us,build,0,1,14.3,-7.0,14.3,7.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,BuildSide,thread_cycles,build,0,1,30110.0,-14921.0,30110.0,14921.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,BuildSide,elapsed_us,build,2,3,18.7,-5.6000000000000005,18.7,5.6000000000000005,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,BuildSide,thread_cycles,build,2,3,39541.0,-11736.0,39541.0,11736.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,SetActive,elapsed_us,activation,0,2,9.3,29.200000000000003,-9.3,29.200000000000003,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,SetActive,thread_cycles,activation,0,2,19574.0,61391.0,-19574.0,61391.0,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,SetActive,elapsed_us,activation,1,3,7.6000000000000005,19.200000000000003,-7.6000000000000005,19.200000000000003,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,SetActive,thread_cycles,activation,1,3,16027.0,40682.0,-16027.0,40682.0,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,newRoot,elapsed_us,build,0,1,2.7,-2.5,2.7,2.5,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,newRoot,thread_cycles,build,0,1,5632.0,-5401.0,5632.0,5401.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,newRoot,elapsed_us,build,2,3,3.2,-2.1,3.2,2.1,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,newRoot,thread_cycles,build,2,3,6645.0,-4514.0,6645.0,4514.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,objects,elapsed_us,build,0,1,9.55,-8.850000000000001,9.55,8.850000000000001,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,objects,thread_cycles,build,0,1,20158.0,-18629.0,20158.0,18629.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,objects,elapsed_us,build,2,3,9.3,-8.9,9.3,8.9,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,objects,thread_cycles,build,2,3,19654.0,-18769.0,19654.0,18769.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,colliders,elapsed_us,build,0,1,5.25,2.8500000000000005,5.25,-2.8500000000000005,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,colliders,thread_cycles,build,0,1,11147.0,5858.0,11147.0,-5858.0,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,colliders,elapsed_us,build,2,3,5.6,2.6,5.6,-2.6,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,colliders,thread_cycles,build,2,3,11926.0,5597.5,11926.0,-5597.5,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,BuildSide,elapsed_us,build,0,1,15.650000000000002,-6.95,15.650000000000002,6.95,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,BuildSide,thread_cycles,build,0,1,33020.5,-14747.0,33020.5,14747.0,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,BuildSide,elapsed_us,build,2,3,15.4,-6.65,15.4,6.65,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,BuildSide,thread_cycles,build,2,3,32546.5,-14262.5,32546.5,14262.5,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,SetActive,elapsed_us,activation,0,2,8.9,23.1,-8.9,23.1,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,SetActive,thread_cycles,activation,0,2,18817.0,48899.5,-18817.0,48899.5,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,SetActive,elapsed_us,activation,1,3,9.75,22.25,-9.75,22.25,False,False
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,SetActive,thread_cycles,activation,1,3,20659.0,47085.0,-20659.0,47085.0,False,False
