run,case,round,order,version,ticks,freq,iterations
"il2cpp-build1",box,0,0,baseline,8282,10000000,1024
"il2cpp-build1",box,0,1,candidate,3702,10000000,1024
"il2cpp-build1",box,0,2,candidate,3612,10000000,1024
"il2cpp-build1",box,0,3,baseline,8284,10000000,1024
"il2cpp-build1",box,1,0,baseline,8611,10000000,1024
"il2cpp-build1",box,1,1,candidate,3615,10000000,1024
"il2cpp-build1",box,1,2,candidate,3600,10000000,1024
"il2cpp-build1",box,1,3,baseline,8274,10000000,1024
"il2cpp-build1",box,2,0,baseline,10701,10000000,1024
"il2cpp-build1",box,2,1,candidate,4101,10000000,1024
"il2cpp-build1",box,2,2,candidate,4024,10000000,1024
"il2cpp-build1",box,2,3,baseline,9456,10000000,1024
"il2cpp-build1",box,3,0,baseline,12077,10000000,1024
"il2cpp-build1",box,3,1,candidate,6120,10000000,1024
"il2cpp-build1",box,3,2,candidate,5749,10000000,1024
"il2cpp-build1",box,3,3,baseline,14024,10000000,1024
"il2cpp-build1",box,4,0,baseline,13971,10000000,1024
"il2cpp-build1",box,4,1,candidate,5852,10000000,1024
"il2cpp-build1",box,4,2,candidate,5706,10000000,1024
"il2cpp-build1",box,4,3,baseline,11131,10000000,1024
"il2cpp-build1",box,5,0,baseline,8578,10000000,1024
"il2cpp-build1",box,5,1,candidate,3744,10000000,1024
"il2cpp-build1",box,5,2,candidate,3729,10000000,1024
"il2cpp-build1",box,5,3,baseline,8965,10000000,1024
"il2cpp-build1",box,6,0,baseline,8650,10000000,1024
"il2cpp-build1",box,6,1,candidate,3727,10000000,1024
"il2cpp-build1",box,6,2,candidate,3857,10000000,1024
"il2cpp-build1",box,6,3,baseline,8530,10000000,1024
"il2cpp-build1",box,7,0,baseline,12014,10000000,1024
"il2cpp-build1",box,7,1,candidate,3966,10000000,1024
"il2cpp-build1",box,7,2,candidate,3746,10000000,1024
"il2cpp-build1",box,7,3,baseline,8674,10000000,1024
"il2cpp-build1",character,0,0,baseline,8322,10000000,1024
"il2cpp-build1",character,0,1,candidate,3554,10000000,1024
"il2cpp-build1",character,0,2,candidate,3548,10000000,1024
"il2cpp-build1",character,0,3,baseline,9687,10000000,1024
"il2cpp-build1",character,1,0,baseline,8699,10000000,1024
"il2cpp-build1",character,1,1,candidate,3532,10000000,1024
"il2cpp-build1",character,1,2,candidate,3512,10000000,1024
"il2cpp-build1",character,1,3,baseline,8266,10000000,1024
"il2cpp-build1",character,2,0,baseline,8264,10000000,1024
"il2cpp-build1",character,2,1,candidate,3513,10000000,1024
"il2cpp-build1",character,2,2,candidate,3602,10000000,1024
"il2cpp-build1",character,2,3,baseline,8322,10000000,1024
"il2cpp-build1",character,3,0,baseline,8701,10000000,1024
"il2cpp-build1",character,3,1,candidate,3521,10000000,1024
"il2cpp-build1",character,3,2,candidate,3529,10000000,1024
"il2cpp-build1",character,3,3,baseline,8377,10000000,1024
"il2cpp-build1",character,4,0,baseline,8401,10000000,1024
"il2cpp-build1",character,4,1,candidate,3527,10000000,1024
"il2cpp-build1",character,4,2,candidate,3521,10000000,1024
"il2cpp-build1",character,4,3,baseline,8290,10000000,1024
"il2cpp-build1",character,5,0,baseline,8548,10000000,1024
"il2cpp-build1",character,5,1,candidate,3540,10000000,1024
"il2cpp-build1",character,5,2,candidate,3523,10000000,1024
"il2cpp-build1",character,5,3,baseline,8339,10000000,1024
"il2cpp-build1",character,6,0,baseline,13412,10000000,1024
"il2cpp-build1",character,6,1,candidate,5040,10000000,1024
"il2cpp-build1",character,6,2,candidate,3511,10000000,1024
"il2cpp-build1",character,6,3,baseline,8320,10000000,1024
"il2cpp-build1",character,7,0,baseline,11371,10000000,1024
"il2cpp-build1",character,7,1,candidate,5701,10000000,1024
"il2cpp-build1",character,7,2,candidate,5525,10000000,1024
"il2cpp-build1",character,7,3,baseline,13453,10000000,1024
