variant,scenario,role,scope,live,slots_used_before_lookup,geometry_capacity,descriptor_capacity,sample,iterations,expected_true,observed_true,ticks,stopwatch_frequency,ns_per_call,allocated_bytes,allocation_counter_responded,allocation_probe_delta
"mass",live16,representative,unregistered,16,16,2048,4096,0,4096,0,0,1036,10000000,25.29296875,0,false,0
"mass",live16,representative,unregistered,16,16,2048,4096,1,4096,0,0,1423,10000000,34.7412109375,0,false,0
"mass",live16,representative,unregistered,16,16,2048,4096,2,4096,0,0,1035,10000000,25.2685546875,0,false,0
"mass",live16,representative,unregistered,16,16,2048,4096,3,4096,0,0,1407,10000000,34.3505859375,0,false,0
"mass",live16,representative,unregistered,16,16,2048,4096,4,4096,0,0,1036,10000000,25.29296875,0,false,0
"mass",live16,representative,unregistered,16,16,2048,4096,5,4096,0,0,1033,10000000,25.2197265625,0,false,0
"mass",live16,representative,unregistered,16,16,2048,4096,6,4096,0,0,1036,10000000,25.29296875,0,false,0
"mass",live16,representative,unregistered,16,16,2048,4096,7,4096,0,0,1036,10000000,25.29296875,0,false,0
"mass",live16,representative,late_duplicate,16,16,2048,4096,0,4096,4096,4096,1030,10000000,25.146484375,0,false,0
"mass",live16,representative,late_duplicate,16,16,2048,4096,1,4096,4096,4096,1030,10000000,25.146484375,0,false,0
"mass",live16,representative,late_duplicate,16,16,2048,4096,2,4096,4096,4096,1026,10000000,25.048828125,0,false,0
"mass",live16,representative,late_duplicate,16,16,2048,4096,3,4096,4096,4096,1027,10000000,25.0732421875,0,false,0
"mass",live16,representative,late_duplicate,16,16,2048,4096,4,4096,4096,4096,1029,10000000,25.1220703125,0,false,0
"mass",live16,representative,late_duplicate,16,16,2048,4096,5,4096,4096,4096,1029,10000000,25.1220703125,0,false,0
"mass",live16,representative,late_duplicate,16,16,2048,4096,6,4096,4096,4096,1027,10000000,25.0732421875,0,false,0
"mass",live16,representative,late_duplicate,16,16,2048,4096,7,4096,4096,4096,1027,10000000,25.0732421875,0,false,0
"mass",live32,representative,unregistered,32,32,2048,4096,0,4096,0,0,2430,10000000,59.326171875,0,false,0
"mass",live32,representative,unregistered,32,32,2048,4096,1,4096,0,0,2417,10000000,59.0087890625,0,false,0
"mass",live32,representative,unregistered,32,32,2048,4096,2,4096,0,0,2405,10000000,58.7158203125,0,false,0
"mass",live32,representative,unregistered,32,32,2048,4096,3,4096,0,0,2431,10000000,59.3505859375,0,false,0
"mass",live32,representative,unregistered,32,32,2048,4096,4,4096,0,0,2427,10000000,59.2529296875,0,false,0
"mass",live32,representative,unregistered,32,32,2048,4096,5,4096,0,0,2461,10000000,60.0830078125,0,false,0
"mass",live32,representative,unregistered,32,32,2048,4096,6,4096,0,0,2463,10000000,60.1318359375,0,false,0
"mass",live32,representative,unregistered,32,32,2048,4096,7,4096,0,0,2470,10000000,60.302734375,0,false,0
"mass",live32,representative,late_duplicate,32,32,2048,4096,0,4096,4096,4096,2476,10000000,60.44921875,0,false,0
"mass",live32,representative,late_duplicate,32,32,2048,4096,1,4096,4096,4096,2473,10000000,60.3759765625,0,false,0
"mass",live32,representative,late_duplicate,32,32,2048,4096,2,4096,4096,4096,2474,10000000,60.400390625,0,false,0
"mass",live32,representative,late_duplicate,32,32,2048,4096,3,4096,4096,4096,2474,10000000,60.400390625,0,false,0
"mass",live32,representative,late_duplicate,32,32,2048,4096,4,4096,4096,4096,2492,10000000,60.83984375,0,false,0
"mass",live32,representative,late_duplicate,32,32,2048,4096,5,4096,4096,4096,2473,10000000,60.3759765625,0,false,0
"mass",live32,representative,late_duplicate,32,32,2048,4096,6,4096,4096,4096,2497,10000000,60.9619140625,0,false,0
"mass",live32,representative,late_duplicate,32,32,2048,4096,7,4096,4096,4096,2477,10000000,60.4736328125,0,false,0
"mass",live512,stress,unregistered,512,512,2048,4096,0,4096,0,0,34706,10000000,847.314453125,0,false,0
"mass",live512,stress,unregistered,512,512,2048,4096,1,4096,0,0,33019,10000000,806.1279296875,0,false,0
"mass",live512,stress,unregistered,512,512,2048,4096,2,4096,0,0,33707,10000000,822.9248046875,0,false,0
"mass",live512,stress,unregistered,512,512,2048,4096,3,4096,0,0,33042,10000000,806.689453125,0,false,0
"mass",live512,stress,unregistered,512,512,2048,4096,4,4096,0,0,33207,10000000,810.7177734375,0,false,0
"mass",live512,stress,unregistered,512,512,2048,4096,5,4096,0,0,32773,10000000,800.1220703125,0,false,0
"mass",live512,stress,unregistered,512,512,2048,4096,6,4096,0,0,32688,10000000,798.046875,0,false,0
"mass",live512,stress,unregistered,512,512,2048,4096,7,4096,0,0,32835,10000000,801.6357421875,0,false,0
"mass",live512,stress,late_duplicate,512,512,2048,4096,0,4096,4096,4096,31971,10000000,780.5419921875,0,false,0
"mass",live512,stress,late_duplicate,512,512,2048,4096,1,4096,4096,4096,32005,10000000,781.3720703125,0,false,0
"mass",live512,stress,late_duplicate,512,512,2048,4096,2,4096,4096,4096,31748,10000000,775.09765625,0,false,0
"mass",live512,stress,late_duplicate,512,512,2048,4096,3,4096,4096,4096,32648,10000000,797.0703125,0,false,0
"mass",live512,stress,late_duplicate,512,512,2048,4096,4,4096,4096,4096,31019,10000000,757.2998046875,0,false,0
"mass",live512,stress,late_duplicate,512,512,2048,4096,5,4096,4096,4096,31468,10000000,768.26171875,0,false,0
"mass",live512,stress,late_duplicate,512,512,2048,4096,6,4096,4096,4096,30800,10000000,751.953125,0,false,0
"mass",live512,stress,late_duplicate,512,512,2048,4096,7,4096,4096,4096,31275,10000000,763.5498046875,0,false,0
"mass",highwater2048_live16,stress,unregistered,16,2048,2048,4096,0,4096,0,0,83384,10000000,2035.7421875,0,false,0
"mass",highwater2048_live16,stress,unregistered,16,2048,2048,4096,1,4096,0,0,81821,10000000,1997.5830078125,0,false,0
"mass",highwater2048_live16,stress,unregistered,16,2048,2048,4096,2,4096,0,0,78609,10000000,1919.1650390625,0,false,0
"mass",highwater2048_live16,stress,unregistered,16,2048,2048,4096,3,4096,0,0,79260,10000000,1935.05859375,0,false,0
"mass",highwater2048_live16,stress,unregistered,16,2048,2048,4096,4,4096,0,0,78522,10000000,1917.041015625,0,false,0
"mass",highwater2048_live16,stress,unregistered,16,2048,2048,4096,5,4096,0,0,78455,10000000,1915.4052734375,0,false,0
"mass",highwater2048_live16,stress,unregistered,16,2048,2048,4096,6,4096,0,0,82797,10000000,2021.4111328125,0,false,0
"mass",highwater2048_live16,stress,unregistered,16,2048,2048,4096,7,4096,0,0,77152,10000000,1883.59375,0,false,0
"mass",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,0,4096,4096,4096,78154,10000000,1908.056640625,0,false,0
"mass",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,1,4096,4096,4096,78583,10000000,1918.5302734375,0,false,0
"mass",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,2,4096,4096,4096,77349,10000000,1888.4033203125,0,false,0
"mass",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,3,4096,4096,4096,79859,10000000,1949.6826171875,0,false,0
"mass",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,4,4096,4096,4096,77476,10000000,1891.50390625,0,false,0
"mass",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,5,4096,4096,4096,79743,10000000,1946.8505859375,0,false,0
"mass",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,6,4096,4096,4096,84460,10000000,2062.01171875,0,false,0
"mass",highwater2048_live16,stress,late_duplicate,16,2048,2048,4096,7,4096,4096,4096,79265,10000000,1935.1806640625,0,false,0
