variant,case,region,sample,iterations,elapsed_ticks,allocated_bytes,counter_responded,frequency
view,box,shape_pair_create_dispose,0,256,3207,-1,False,10000000
view,box,shape_pair_create_dispose,1,256,3275,-1,False,10000000
view,box,shape_pair_create_dispose,2,256,3231,-1,False,10000000
view,box,shape_pair_create_dispose,3,256,3211,-1,False,10000000
view,box,shape_pair_create_dispose,4,256,3224,-1,False,10000000
view,box,shape_pair_create_dispose,5,256,3450,-1,False,10000000
view,box,shape_pair_create_dispose,6,256,3352,-1,False,10000000
view,box,shape_pair_create_dispose,7,256,3262,-1,False,10000000
view,box,box_mass_divide,0,1024,43275,-1,False,10000000
view,box,box_mass_divide,1,1024,42477,-1,False,10000000
view,box,box_mass_divide,2,1024,51645,-1,False,10000000
view,box,box_mass_divide,3,1024,44897,-1,False,10000000
view,box,box_mass_divide,4,1024,42229,-1,False,10000000
view,box,box_mass_divide,5,1024,44278,-1,False,10000000
view,box,box_mass_divide,6,1024,43607,-1,False,10000000
view,box,box_mass_divide,7,1024,45663,-1,False,10000000
view,box,provisional_build,0,1,405,-1,False,10000000
view,box,prepare_colliders,0,1,54,-1,False,10000000
view,box,adopt_colliders,0,1,31,-1,False,10000000
view,box,provisional_build,1,1,419,-1,False,10000000
view,box,prepare_colliders,1,1,49,-1,False,10000000
view,box,adopt_colliders,1,1,30,-1,False,10000000
view,box,provisional_build,2,1,408,-1,False,10000000
view,box,prepare_colliders,2,1,48,-1,False,10000000
view,box,adopt_colliders,2,1,30,-1,False,10000000
view,box,provisional_build,3,1,395,-1,False,10000000
view,box,prepare_colliders,3,1,58,-1,False,10000000
view,box,adopt_colliders,3,1,29,-1,False,10000000
view,box,provisional_build,4,1,395,-1,False,10000000
view,box,prepare_colliders,4,1,49,-1,False,10000000
view,box,adopt_colliders,4,1,30,-1,False,10000000
view,box,provisional_build,5,1,381,-1,False,10000000
view,box,prepare_colliders,5,1,45,-1,False,10000000
view,box,adopt_colliders,5,1,30,-1,False,10000000
view,box,provisional_build,6,1,398,-1,False,10000000
view,box,prepare_colliders,6,1,54,-1,False,10000000
view,box,adopt_colliders,6,1,30,-1,False,10000000
view,box,provisional_build,7,1,421,-1,False,10000000
view,box,prepare_colliders,7,1,47,-1,False,10000000
view,box,adopt_colliders,7,1,30,-1,False,10000000
view,box,provisional_build,8,1,397,-1,False,10000000
view,box,prepare_colliders,8,1,46,-1,False,10000000
view,box,adopt_colliders,8,1,27,-1,False,10000000
view,box,provisional_build,9,1,380,-1,False,10000000
view,box,prepare_colliders,9,1,50,-1,False,10000000
view,box,adopt_colliders,9,1,29,-1,False,10000000
view,box,provisional_build,10,1,383,-1,False,10000000
view,box,prepare_colliders,10,1,55,-1,False,10000000
view,box,adopt_colliders,10,1,28,-1,False,10000000
view,box,provisional_build,11,1,382,-1,False,10000000
view,box,prepare_colliders,11,1,48,-1,False,10000000
view,box,adopt_colliders,11,1,30,-1,False,10000000
view,box,provisional_build,12,1,393,-1,False,10000000
view,box,prepare_colliders,12,1,46,-1,False,10000000
view,box,adopt_colliders,12,1,29,-1,False,10000000
view,box,provisional_build,13,1,386,-1,False,10000000
view,box,prepare_colliders,13,1,47,-1,False,10000000
view,box,adopt_colliders,13,1,29,-1,False,10000000
view,box,provisional_build,14,1,396,-1,False,10000000
view,box,prepare_colliders,14,1,48,-1,False,10000000
view,box,adopt_colliders,14,1,29,-1,False,10000000
view,box,provisional_build,15,1,391,-1,False,10000000
view,box,prepare_colliders,15,1,47,-1,False,10000000
