run,case,mesh_slots,round,order,region,version,ticks,freq,iterations,native_arrays,payload_bytes,cleared_payload_bytes
"player00",box,2,6,1,allocation_release,candidate,1410,10000000,1024,1,72,72
"player00",box,2,6,2,allocation_release,candidate,1427,10000000,1024,1,72,72
"player00",box,2,6,3,allocation_release,baseline,5870,10000000,1024,4,66,2
"player00",box,2,7,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player00",box,2,7,0,allocation_release,baseline,5738,10000000,1024,4,66,2
"player00",box,2,7,1,allocation_release,candidate,1417,10000000,1024,1,72,72
"player00",box,2,7,2,allocation_release,candidate,1407,10000000,1024,1,72,72
"player00",box,2,7,3,allocation_release,baseline,5729,10000000,1024,4,66,2
"player00",character,10,0,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player00",character,10,0,0,allocation_release,baseline,6805,10000000,1024,4,330,10
"player00",character,10,0,1,allocation_release,candidate,1547,10000000,1024,1,360,360
"player00",character,10,0,2,allocation_release,candidate,1462,10000000,1024,1,360,360
"player00",character,10,0,3,allocation_release,baseline,5678,10000000,1024,4,330,10
"player00",character,10,1,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player00",character,10,1,0,allocation_release,baseline,5947,10000000,1024,4,330,10
"player00",character,10,1,1,allocation_release,candidate,1464,10000000,1024,1,360,360
"player00",character,10,1,2,allocation_release,candidate,1460,10000000,1024,1,360,360
"player00",character,10,1,3,allocation_release,baseline,5684,10000000,1024,4,330,10
"player00",character,10,2,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player00",character,10,2,0,allocation_release,baseline,5691,10000000,1024,4,330,10
"player00",character,10,2,1,allocation_release,candidate,1460,10000000,1024,1,360,360
"player00",character,10,2,2,allocation_release,candidate,1456,10000000,1024,1,360,360
"player00",character,10,2,3,allocation_release,baseline,5668,10000000,1024,4,330,10
"player00",character,10,3,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player00",character,10,3,0,allocation_release,baseline,5682,10000000,1024,4,330,10
"player00",character,10,3,1,allocation_release,candidate,1458,10000000,1024,1,360,360
"player00",character,10,3,2,allocation_release,candidate,1454,10000000,1024,1,360,360
"player00",character,10,3,3,allocation_release,baseline,5650,10000000,1024,4,330,10
"player00",character,10,4,-1,empty_batch,empty,1,10000000,1024,0,0,0
"player00",character,10,4,0,allocation_release,baseline,5686,10000000,1024,4,330,10
"player00",character,10,4,1,allocation_release,candidate,1456,10000000,1024,1,360,360
"player00",character,10,4,2,allocation_release,candidate,1454,10000000,1024,1,360,360
"player00",character,10,4,3,allocation_release,baseline,5644,10000000,1024,4,330,10
"player00",character,10,5,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player00",character,10,5,0,allocation_release,baseline,5655,10000000,1024,4,330,10
"player00",character,10,5,1,allocation_release,candidate,1457,10000000,1024,1,360,360
"player00",character,10,5,2,allocation_release,candidate,1455,10000000,1024,1,360,360
"player00",character,10,5,3,allocation_release,baseline,5677,10000000,1024,4,330,10
"player00",character,10,6,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player00",character,10,6,0,allocation_release,baseline,5998,10000000,1024,4,330,10
"player00",character,10,6,1,allocation_release,candidate,1485,10000000,1024,1,360,360
"player00",character,10,6,2,allocation_release,candidate,1458,10000000,1024,1,360,360
"player00",character,10,6,3,allocation_release,baseline,5654,10000000,1024,4,330,10
"player00",character,10,7,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player00",character,10,7,0,allocation_release,baseline,5684,10000000,1024,4,330,10
"player00",character,10,7,1,allocation_release,candidate,1459,10000000,1024,1,360,360
"player00",character,10,7,2,allocation_release,candidate,1462,10000000,1024,1,360,360
"player00",character,10,7,3,allocation_release,baseline,5666,10000000,1024,4,330,10
