run,case,mesh_slots,round,order,region,version,ticks,freq,iterations,native_arrays,payload_bytes,cleared_payload_bytes
"player01",character,10,0,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player01",character,10,0,0,allocation_release,baseline,5654,10000000,1024,4,330,10
"player01",character,10,0,1,allocation_release,candidate,1443,10000000,1024,1,360,360
"player01",character,10,0,2,allocation_release,candidate,1441,10000000,1024,1,360,360
"player01",character,10,0,3,allocation_release,baseline,5642,10000000,1024,4,330,10
"player01",character,10,1,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player01",character,10,1,0,allocation_release,baseline,5688,10000000,1024,4,330,10
"player01",character,10,1,1,allocation_release,candidate,1445,10000000,1024,1,360,360
"player01",character,10,1,2,allocation_release,candidate,1442,10000000,1024,1,360,360
"player01",character,10,1,3,allocation_release,baseline,5648,10000000,1024,4,330,10
"player01",character,10,2,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player01",character,10,2,0,allocation_release,baseline,6000,10000000,1024,4,330,10
"player01",character,10,2,1,allocation_release,candidate,1449,10000000,1024,1,360,360
"player01",character,10,2,2,allocation_release,candidate,1511,10000000,1024,1,360,360
"player01",character,10,2,3,allocation_release,baseline,5687,10000000,1024,4,330,10
"player01",character,10,3,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player01",character,10,3,0,allocation_release,baseline,5749,10000000,1024,4,330,10
"player01",character,10,3,1,allocation_release,candidate,1491,10000000,1024,1,360,360
"player01",character,10,3,2,allocation_release,candidate,1445,10000000,1024,1,360,360
"player01",character,10,3,3,allocation_release,baseline,5718,10000000,1024,4,330,10
"player01",character,10,4,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player01",character,10,4,0,allocation_release,baseline,5796,10000000,1024,4,330,10
"player01",character,10,4,1,allocation_release,candidate,1451,10000000,1024,1,360,360
"player01",character,10,4,2,allocation_release,candidate,1447,10000000,1024,1,360,360
"player01",character,10,4,3,allocation_release,baseline,5714,10000000,1024,4,330,10
"player01",character,10,5,-1,empty_batch,empty,1,10000000,1024,0,0,0
"player01",character,10,5,0,allocation_release,baseline,5777,10000000,1024,4,330,10
"player01",character,10,5,1,allocation_release,candidate,1457,10000000,1024,1,360,360
"player01",character,10,5,2,allocation_release,candidate,1452,10000000,1024,1,360,360
"player01",character,10,5,3,allocation_release,baseline,5721,10000000,1024,4,330,10
"player01",character,10,6,-1,empty_batch,empty,1,10000000,1024,0,0,0
"player01",character,10,6,0,allocation_release,baseline,5761,10000000,1024,4,330,10
"player01",character,10,6,1,allocation_release,candidate,1500,10000000,1024,1,360,360
"player01",character,10,6,2,allocation_release,candidate,1443,10000000,1024,1,360,360
"player01",character,10,6,3,allocation_release,baseline,5680,10000000,1024,4,330,10
"player01",character,10,7,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player01",character,10,7,0,allocation_release,baseline,5749,10000000,1024,4,330,10
"player01",character,10,7,1,allocation_release,candidate,1450,10000000,1024,1,360,360
"player01",character,10,7,2,allocation_release,candidate,1451,10000000,1024,1,360,360
"player01",character,10,7,3,allocation_release,baseline,5669,10000000,1024,4,330,10
"player01",box,2,0,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player01",box,2,0,0,allocation_release,baseline,5685,10000000,1024,4,66,2
"player01",box,2,0,1,allocation_release,candidate,1390,10000000,1024,1,72,72
"player01",box,2,0,2,allocation_release,candidate,1386,10000000,1024,1,72,72
"player01",box,2,0,3,allocation_release,baseline,5648,10000000,1024,4,66,2
"player01",box,2,1,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player01",box,2,1,0,allocation_release,baseline,5684,10000000,1024,4,66,2
"player01",box,2,1,1,allocation_release,candidate,1392,10000000,1024,1,72,72
"player01",box,2,1,2,allocation_release,candidate,1386,10000000,1024,1,72,72
"player01",box,2,1,3,allocation_release,baseline,5631,10000000,1024,4,66,2
"player01",box,2,2,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player01",box,2,2,0,allocation_release,baseline,5695,10000000,1024,4,66,2
"player01",box,2,2,1,allocation_release,candidate,1391,10000000,1024,1,72,72
"player01",box,2,2,2,allocation_release,candidate,1387,10000000,1024,1,72,72
"player01",box,2,2,3,allocation_release,baseline,5728,10000000,1024,4,66,2
"player01",box,2,3,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player01",box,2,3,0,allocation_release,baseline,5759,10000000,1024,4,66,2
"player01",box,2,3,1,allocation_release,candidate,1391,10000000,1024,1,72,72
"player01",box,2,3,2,allocation_release,candidate,1429,10000000,1024,1,72,72
"player01",box,2,3,3,allocation_release,baseline,5703,10000000,1024,4,66,2
"player01",box,2,4,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player01",box,2,4,0,allocation_release,baseline,5703,10000000,1024,4,66,2
