case,case_order,round,order,mode,warmup,span_id,span,ticks,thread_cycles,count,frequency,positive_colliders,negative_colliders,build_positive_first,activate_positive_first,published,validated,cleaned
character,0,2,3,0,0,10,newRoot+,51,11157,1,10000000,15,9,1,0,1,1,1
character,0,2,3,0,0,11,newRoot-,21,4673,1,10000000,15,9,1,0,1,1,1
character,0,3,0,3,0,0,buildtotal,636,134342,1,10000000,15,9,0,1,1,1,1
character,0,3,0,3,0,1,objects+,67,14322,1,10000000,15,9,0,1,1,1,1
character,0,3,0,3,0,2,objects-,159,33945,1,10000000,15,9,0,1,1,1,1
character,0,3,0,3,0,3,colliders+,117,24854,1,10000000,15,9,0,1,1,1,1
character,0,3,0,3,0,4,colliders-,90,19468,1,10000000,15,9,0,1,1,1,1
character,0,3,0,3,0,5,publishtotal,639,134725,1,10000000,15,9,0,1,1,1,1
character,0,3,0,3,0,6,SetActive+,332,70392,1,10000000,15,9,0,1,1,1,1
character,0,3,0,3,0,7,SetActive-,114,24467,1,10000000,15,9,0,1,1,1,1
character,0,3,0,3,0,8,BuildSide+,190,40076,1,10000000,15,9,0,1,1,1,1
character,0,3,0,3,0,9,BuildSide-,268,56550,1,10000000,15,9,0,1,1,1,1
character,0,3,0,3,0,10,newRoot+,19,4444,1,10000000,15,9,0,1,1,1,1
character,0,3,0,3,0,11,newRoot-,51,11211,1,10000000,15,9,0,1,1,1,1
character,0,3,1,0,0,0,buildtotal,607,128230,1,10000000,15,9,1,0,1,1,1
character,0,3,1,0,0,1,objects+,151,32105,1,10000000,15,9,1,0,1,1,1
character,0,3,1,0,0,2,objects-,66,14181,1,10000000,15,9,1,0,1,1,1
character,0,3,1,0,0,3,colliders+,134,28411,1,10000000,15,9,1,0,1,1,1
character,0,3,1,0,0,4,colliders-,72,15478,1,10000000,15,9,1,0,1,1,1
character,0,3,1,0,0,5,publishtotal,623,131376,1,10000000,15,9,1,0,1,1,1
character,0,3,1,0,0,6,SetActive+,274,58394,1,10000000,15,9,1,0,1,1,1
character,0,3,1,0,0,7,SetActive-,178,37834,1,10000000,15,9,1,0,1,1,1
character,0,3,1,0,0,8,BuildSide+,297,62560,1,10000000,15,9,1,0,1,1,1
character,0,3,1,0,0,9,BuildSide-,146,30578,1,10000000,15,9,1,0,1,1,1
character,0,3,1,0,0,10,newRoot+,47,10283,1,10000000,15,9,1,0,1,1,1
character,0,3,1,0,0,11,newRoot-,19,4331,1,10000000,15,9,1,0,1,1,1
character,0,3,2,2,0,0,buildtotal,660,139542,1,10000000,15,9,1,1,1,1,1
character,0,3,2,2,0,1,objects+,167,35621,1,10000000,15,9,1,1,1,1,1
character,0,3,2,2,0,2,objects-,70,14797,1,10000000,15,9,1,1,1,1,1
character,0,3,2,2,0,3,colliders+,135,28794,1,10000000,15,9,1,1,1,1,1
character,0,3,2,2,0,4,colliders-,75,16115,1,10000000,15,9,1,1,1,1,1
character,0,3,2,2,0,5,publishtotal,625,131737,1,10000000,15,9,1,1,1,1,1
character,0,3,2,2,0,6,SetActive+,343,72889,1,10000000,15,9,1,1,1,1,1
character,0,3,2,2,0,7,SetActive-,111,23698,1,10000000,15,9,1,1,1,1,1
character,0,3,2,2,0,8,BuildSide+,314,66243,1,10000000,15,9,1,1,1,1,1
character,0,3,2,2,0,9,BuildSide-,151,31789,1,10000000,15,9,1,1,1,1,1
character,0,3,2,2,0,10,newRoot+,49,10698,1,10000000,15,9,1,1,1,1,1
character,0,3,2,2,0,11,newRoot-,19,4459,1,10000000,15,9,1,1,1,1,1
character,0,3,3,1,0,0,buildtotal,616,130127,1,10000000,15,9,0,0,1,1,1
character,0,3,3,1,0,1,objects+,68,14443,1,10000000,15,9,0,0,1,1,1
character,0,3,3,1,0,2,objects-,154,32815,1,10000000,15,9,0,0,1,1,1
character,0,3,3,1,0,3,colliders+,114,24316,1,10000000,15,9,0,0,1,1,1
character,0,3,3,1,0,4,colliders-,88,18747,1,10000000,15,9,0,0,1,1,1
character,0,3,3,1,0,5,publishtotal,603,127174,1,10000000,15,9,0,0,1,1,1
character,0,3,3,1,0,6,SetActive+,262,55621,1,10000000,15,9,0,0,1,1,1
character,0,3,3,1,0,7,SetActive-,173,36846,1,10000000,15,9,0,0,1,1,1
character,0,3,3,1,0,8,BuildSide+,189,39636,1,10000000,15,9,0,0,1,1,1
character,0,3,3,1,0,9,BuildSide-,254,53349,1,10000000,15,9,0,0,1,1,1
character,0,3,3,1,0,10,newRoot+,20,4608,1,10000000,15,9,0,0,1,1,1
character,0,3,3,1,0,11,newRoot-,45,9902,1,10000000,15,9,0,0,1,1,1
character,0,4,0,0,0,0,buildtotal,628,132961,1,10000000,15,9,1,0,1,1,1
character,0,4,0,0,0,1,objects+,155,32853,1,10000000,15,9,1,0,1,1,1
character,0,4,0,0,0,2,objects-,68,14566,1,10000000,15,9,1,0,1,1,1
character,0,4,0,0,0,3,colliders+,123,26297,1,10000000,15,9,1,0,1,1,1
character,0,4,0,0,0,4,colliders-,78,16718,1,10000000,15,9,1,0,1,1,1
character,0,4,0,0,0,5,publishtotal,611,128875,1,10000000,15,9,1,0,1,1,1
character,0,4,0,0,0,6,SetActive+,259,55012,1,10000000,15,9,1,0,1,1,1
character,0,4,0,0,0,7,SetActive-,184,39262,1,10000000,15,9,1,0,1,1,1
character,0,4,0,0,0,8,BuildSide+,291,61183,1,10000000,15,9,1,0,1,1,1
character,0,4,0,0,0,9,BuildSide-,154,32197,1,10000000,15,9,1,0,1,1,1
character,0,4,0,0,0,10,newRoot+,43,9399,1,10000000,15,9,1,0,1,1,1
character,0,4,0,0,0,11,newRoot-,18,4095,1,10000000,15,9,1,0,1,1,1
character,0,4,1,1,0,0,buildtotal,630,133062,1,10000000,15,9,0,0,1,1,1
character,0,4,1,1,0,1,objects+,69,14780,1,10000000,15,9,0,0,1,1,1
character,0,4,1,1,0,2,objects-,164,34911,1,10000000,15,9,0,0,1,1,1
character,0,4,1,1,0,3,colliders+,127,27204,1,10000000,15,9,0,0,1,1,1
character,0,4,1,1,0,4,colliders-,89,19053,1,10000000,15,9,0,0,1,1,1
character,0,4,1,1,0,5,publishtotal,601,126651,1,10000000,15,9,0,0,1,1,1
character,0,4,1,1,0,6,SetActive+,261,55686,1,10000000,15,9,0,0,1,1,1
character,0,4,1,1,0,7,SetActive-,167,35622,1,10000000,15,9,0,0,1,1,1
character,0,4,1,1,0,8,BuildSide+,204,42911,1,10000000,15,9,0,0,1,1,1
character,0,4,1,1,0,9,BuildSide-,265,55981,1,10000000,15,9,0,0,1,1,1
character,0,4,1,1,0,10,newRoot+,20,4608,1,10000000,15,9,0,0,1,1,1
character,0,4,1,1,0,11,newRoot-,54,11790,1,10000000,15,9,0,0,1,1,1
character,0,4,2,3,0,0,buildtotal,646,136531,1,10000000,15,9,0,1,1,1,1
character,0,4,2,3,0,1,objects+,67,14395,1,10000000,15,9,0,1,1,1,1
character,0,4,2,3,0,2,objects-,174,36886,1,10000000,15,9,0,1,1,1,1
character,0,4,2,3,0,3,colliders+,116,24919,1,10000000,15,9,0,1,1,1,1
character,0,4,2,3,0,4,colliders-,83,17804,1,10000000,15,9,0,1,1,1,1
character,0,4,2,3,0,5,publishtotal,609,128379,1,10000000,15,9,0,1,1,1,1
character,0,4,2,3,0,6,SetActive+,329,69896,1,10000000,15,9,0,1,1,1,1
character,0,4,2,3,0,7,SetActive-,109,23300,1,10000000,15,9,0,1,1,1,1
character,0,4,2,3,0,8,BuildSide+,191,40248,1,10000000,15,9,0,1,1,1,1
character,0,4,2,3,0,9,BuildSide-,271,57053,1,10000000,15,9,0,1,1,1,1
character,0,4,2,3,0,10,newRoot+,20,4441,1,10000000,15,9,0,1,1,1,1
character,0,4,2,3,0,11,newRoot-,64,13876,1,10000000,15,9,0,1,1,1,1
character,0,4,3,2,0,0,buildtotal,664,140181,1,10000000,15,9,1,1,1,1,1
character,0,4,3,2,0,1,objects+,174,36953,1,10000000,15,9,1,1,1,1,1
character,0,4,3,2,0,2,objects-,80,16996,1,10000000,15,9,1,1,1,1,1
character,0,4,3,2,0,3,colliders+,126,26791,1,10000000,15,9,1,1,1,1,1
character,0,4,3,2,0,4,colliders-,81,17317,1,10000000,15,9,1,1,1,1,1
character,0,4,3,2,0,5,publishtotal,641,135089,1,10000000,15,9,1,1,1,1,1
character,0,4,3,2,0,6,SetActive+,352,74578,1,10000000,15,9,1,1,1,1,1
character,0,4,3,2,0,7,SetActive-,113,24255,1,10000000,15,9,1,1,1,1,1
character,0,4,3,2,0,8,BuildSide+,318,67042,1,10000000,15,9,1,1,1,1,1
character,0,4,3,2,0,9,BuildSide-,169,35307,1,10000000,15,9,1,1,1,1,1
character,0,4,3,2,0,10,newRoot+,59,12777,1,10000000,15,9,1,1,1,1,1
character,0,4,3,2,0,11,newRoot-,24,5244,1,10000000,15,9,1,1,1,1,1
character,0,5,0,1,0,0,buildtotal,646,136611,1,10000000,15,9,0,0,1,1,1
character,0,5,0,1,0,1,objects+,72,15285,1,10000000,15,9,0,0,1,1,1
character,0,5,0,1,0,2,objects-,158,33436,1,10000000,15,9,0,0,1,1,1
character,0,5,0,1,0,3,colliders+,120,25748,1,10000000,15,9,0,0,1,1,1
character,0,5,0,1,0,4,colliders-,98,21080,1,10000000,15,9,0,0,1,1,1
character,0,5,0,1,0,5,publishtotal,613,129466,1,10000000,15,9,0,0,1,1,1
character,0,5,0,1,0,6,SetActive+,271,57549,1,10000000,15,9,0,0,1,1,1
character,0,5,0,1,0,7,SetActive-,172,36766,1,10000000,15,9,0,0,1,1,1
character,0,5,0,1,0,8,BuildSide+,199,41900,1,10000000,15,9,0,0,1,1,1
character,0,5,0,1,0,9,BuildSide-,268,56527,1,10000000,15,9,0,0,1,1,1
character,0,5,0,1,0,10,newRoot+,19,4375,1,10000000,15,9,0,0,1,1,1
character,0,5,0,1,0,11,newRoot-,47,10224,1,10000000,15,9,0,0,1,1,1
character,0,5,1,2,0,0,buildtotal,646,136722,1,10000000,15,9,1,1,1,1,1
character,0,5,1,2,0,1,objects+,165,35083,1,10000000,15,9,1,1,1,1,1
character,0,5,1,2,0,2,objects-,68,14455,1,10000000,15,9,1,1,1,1,1
