variant,case,region,sample,iterations,elapsed_ticks,allocated_bytes,counter_responded,frequency
baseline,box,shape_pair_create_dispose,0,256,5345,-1,False,10000000
baseline,box,shape_pair_create_dispose,1,256,5229,-1,False,10000000
baseline,box,shape_pair_create_dispose,2,256,5237,-1,False,10000000
baseline,box,shape_pair_create_dispose,3,256,5341,-1,False,10000000
baseline,box,shape_pair_create_dispose,4,256,5403,-1,False,10000000
baseline,box,shape_pair_create_dispose,5,256,5354,-1,False,10000000
baseline,box,shape_pair_create_dispose,6,256,5753,-1,False,10000000
baseline,box,shape_pair_create_dispose,7,256,5527,-1,False,10000000
baseline,box,box_mass_divide,0,1024,45220,-1,False,10000000
baseline,box,box_mass_divide,1,1024,45284,-1,False,10000000
baseline,box,box_mass_divide,2,1024,43775,-1,False,10000000
baseline,box,box_mass_divide,3,1024,43618,-1,False,10000000
baseline,box,box_mass_divide,4,1024,44111,-1,False,10000000
baseline,box,box_mass_divide,5,1024,45873,-1,False,10000000
baseline,box,box_mass_divide,6,1024,45490,-1,False,10000000
baseline,box,box_mass_divide,7,1024,46368,-1,False,10000000
baseline,box,provisional_build,0,1,449,-1,False,10000000
baseline,box,prepare_colliders,0,1,55,-1,False,10000000
baseline,box,adopt_colliders,0,1,34,-1,False,10000000
baseline,box,provisional_build,1,1,460,-1,False,10000000
baseline,box,prepare_colliders,1,1,56,-1,False,10000000
baseline,box,adopt_colliders,1,1,31,-1,False,10000000
baseline,box,provisional_build,2,1,424,-1,False,10000000
baseline,box,prepare_colliders,2,1,52,-1,False,10000000
baseline,box,adopt_colliders,2,1,29,-1,False,10000000
baseline,box,provisional_build,3,1,414,-1,False,10000000
baseline,box,prepare_colliders,3,1,65,-1,False,10000000
baseline,box,adopt_colliders,3,1,30,-1,False,10000000
baseline,box,provisional_build,4,1,451,-1,False,10000000
baseline,box,prepare_colliders,4,1,45,-1,False,10000000
baseline,box,adopt_colliders,4,1,27,-1,False,10000000
baseline,box,provisional_build,5,1,436,-1,False,10000000
baseline,box,prepare_colliders,5,1,51,-1,False,10000000
baseline,box,adopt_colliders,5,1,32,-1,False,10000000
baseline,box,provisional_build,6,1,440,-1,False,10000000
baseline,box,prepare_colliders,6,1,52,-1,False,10000000
baseline,box,adopt_colliders,6,1,26,-1,False,10000000
baseline,box,provisional_build,7,1,431,-1,False,10000000
baseline,box,prepare_colliders,7,1,52,-1,False,10000000
baseline,box,adopt_colliders,7,1,33,-1,False,10000000
baseline,box,provisional_build,8,1,457,-1,False,10000000
baseline,box,prepare_colliders,8,1,49,-1,False,10000000
baseline,box,adopt_colliders,8,1,25,-1,False,10000000
baseline,box,provisional_build,9,1,436,-1,False,10000000
baseline,box,prepare_colliders,9,1,56,-1,False,10000000
baseline,box,adopt_colliders,9,1,31,-1,False,10000000
baseline,box,provisional_build,10,1,411,-1,False,10000000
baseline,box,prepare_colliders,10,1,55,-1,False,10000000
baseline,box,adopt_colliders,10,1,37,-1,False,10000000
baseline,box,provisional_build,11,1,501,-1,False,10000000
baseline,box,prepare_colliders,11,1,65,-1,False,10000000
baseline,box,adopt_colliders,11,1,33,-1,False,10000000
baseline,box,provisional_build,12,1,442,-1,False,10000000
baseline,box,prepare_colliders,12,1,54,-1,False,10000000
baseline,box,adopt_colliders,12,1,33,-1,False,10000000
baseline,box,provisional_build,13,1,428,-1,False,10000000
