run,case,round,order,version,ticks,freq,iterations
"editor-smoke1",box,0,0,baseline,46252,10000000,1024
"editor-smoke1",box,0,1,candidate,21567,10000000,1024
"editor-smoke1",box,0,2,candidate,21254,10000000,1024
"editor-smoke1",box,0,3,baseline,46822,10000000,1024
"editor-smoke1",box,1,0,baseline,45711,10000000,1024
"editor-smoke1",box,1,1,candidate,20878,10000000,1024
"editor-smoke1",box,1,2,candidate,20977,10000000,1024
"editor-smoke1",box,1,3,baseline,45673,10000000,1024
"editor-smoke1",box,2,0,baseline,45839,10000000,1024
"editor-smoke1",box,2,1,candidate,20755,10000000,1024
"editor-smoke1",box,2,2,candidate,20625,10000000,1024
"editor-smoke1",box,2,3,baseline,44334,10000000,1024
"editor-smoke1",box,3,0,baseline,44436,10000000,1024
"editor-smoke1",box,3,1,candidate,20323,10000000,1024
"editor-smoke1",box,3,2,candidate,20379,10000000,1024
"editor-smoke1",box,3,3,baseline,44849,10000000,1024
"editor-smoke1",box,4,0,baseline,44705,10000000,1024
"editor-smoke1",box,4,1,candidate,20358,10000000,1024
"editor-smoke1",box,4,2,candidate,20297,10000000,1024
"editor-smoke1",box,4,3,baseline,44214,10000000,1024
"editor-smoke1",box,5,0,baseline,44581,10000000,1024
"editor-smoke1",box,5,1,candidate,20431,10000000,1024
"editor-smoke1",box,5,2,candidate,20313,10000000,1024
"editor-smoke1",box,5,3,baseline,44610,10000000,1024
"editor-smoke1",box,6,0,baseline,44102,10000000,1024
"editor-smoke1",box,6,1,candidate,20469,10000000,1024
"editor-smoke1",box,6,2,candidate,20381,10000000,1024
"editor-smoke1",box,6,3,baseline,44074,10000000,1024
"editor-smoke1",box,7,0,baseline,44176,10000000,1024
"editor-smoke1",box,7,1,candidate,20358,10000000,1024
"editor-smoke1",box,7,2,candidate,21803,10000000,1024
"editor-smoke1",box,7,3,baseline,44318,10000000,1024
"editor-smoke1",character,0,0,baseline,42365,10000000,1024
"editor-smoke1",character,0,1,candidate,19609,10000000,1024
"editor-smoke1",character,0,2,candidate,19429,10000000,1024
"editor-smoke1",character,0,3,baseline,42357,10000000,1024
"editor-smoke1",character,1,0,baseline,41769,10000000,1024
"editor-smoke1",character,1,1,candidate,19365,10000000,1024
"editor-smoke1",character,1,2,candidate,19300,10000000,1024
"editor-smoke1",character,1,3,baseline,42071,10000000,1024
"editor-smoke1",character,2,0,baseline,41392,10000000,1024
"editor-smoke1",character,2,1,candidate,19041,10000000,1024
"editor-smoke1",character,2,2,candidate,19048,10000000,1024
"editor-smoke1",character,2,3,baseline,41855,10000000,1024
"editor-smoke1",character,3,0,baseline,40990,10000000,1024
"editor-smoke1",character,3,1,candidate,18801,10000000,1024
"editor-smoke1",character,3,2,candidate,18736,10000000,1024
"editor-smoke1",character,3,3,baseline,40790,10000000,1024
"editor-smoke1",character,4,0,baseline,42179,10000000,1024
"editor-smoke1",character,4,1,candidate,19043,10000000,1024
"editor-smoke1",character,4,2,candidate,18678,10000000,1024
"editor-smoke1",character,4,3,baseline,41014,10000000,1024
"editor-smoke1",character,5,0,baseline,44544,10000000,1024
"editor-smoke1",character,5,1,candidate,18743,10000000,1024
"editor-smoke1",character,5,2,candidate,18701,10000000,1024
"editor-smoke1",character,5,3,baseline,41278,10000000,1024
"editor-smoke1",character,6,0,baseline,41588,10000000,1024
"editor-smoke1",character,6,1,candidate,20907,10000000,1024
"editor-smoke1",character,6,2,candidate,18702,10000000,1024
"editor-smoke1",character,6,3,baseline,41824,10000000,1024
"editor-smoke1",character,7,0,baseline,41302,10000000,1024
"editor-smoke1",character,7,1,candidate,19210,10000000,1024
"editor-smoke1",character,7,2,candidate,18811,10000000,1024
"editor-smoke1",character,7,3,baseline,41320,10000000,1024
