run,case,mesh_slots,round,order,region,version,ticks,freq,iterations,native_arrays,payload_bytes,cleared_payload_bytes
"editor-smoke1",box,2,5,-1,empty_batch,empty,12,10000000,1024,0,0,0
"editor-smoke1",box,2,5,0,allocation_release,baseline,10991,10000000,1024,4,66,2
"editor-smoke1",box,2,5,1,allocation_release,candidate,3338,10000000,1024,1,72,72
"editor-smoke1",box,2,5,2,allocation_release,candidate,2981,10000000,1024,1,72,72
"editor-smoke1",box,2,5,3,allocation_release,baseline,10207,10000000,1024,4,66,2
"editor-smoke1",box,2,6,-1,empty_batch,empty,11,10000000,1024,0,0,0
"editor-smoke1",box,2,6,0,allocation_release,baseline,11490,10000000,1024,4,66,2
"editor-smoke1",box,2,6,1,allocation_release,candidate,3300,10000000,1024,1,72,72
"editor-smoke1",box,2,6,2,allocation_release,candidate,3808,10000000,1024,1,72,72
"editor-smoke1",box,2,6,3,allocation_release,baseline,10813,10000000,1024,4,66,2
"editor-smoke1",box,2,7,-1,empty_batch,empty,12,10000000,1024,0,0,0
"editor-smoke1",box,2,7,0,allocation_release,baseline,11053,10000000,1024,4,66,2
"editor-smoke1",box,2,7,1,allocation_release,candidate,3721,10000000,1024,1,72,72
"editor-smoke1",box,2,7,2,allocation_release,candidate,3498,10000000,1024,1,72,72
"editor-smoke1",box,2,7,3,allocation_release,baseline,10385,10000000,1024,4,66,2
"editor-smoke1",character,10,0,-1,empty_batch,empty,12,10000000,1024,0,0,0
"editor-smoke1",character,10,0,0,allocation_release,baseline,10610,10000000,1024,4,330,10
"editor-smoke1",character,10,0,1,allocation_release,candidate,2807,10000000,1024,1,360,360
"editor-smoke1",character,10,0,2,allocation_release,candidate,2797,10000000,1024,1,360,360
"editor-smoke1",character,10,0,3,allocation_release,baseline,11709,10000000,1024,4,330,10
"editor-smoke1",character,10,1,-1,empty_batch,empty,11,10000000,1024,0,0,0
"editor-smoke1",character,10,1,0,allocation_release,baseline,11192,10000000,1024,4,330,10
"editor-smoke1",character,10,1,1,allocation_release,candidate,2816,10000000,1024,1,360,360
"editor-smoke1",character,10,1,2,allocation_release,candidate,2810,10000000,1024,1,360,360
"editor-smoke1",character,10,1,3,allocation_release,baseline,10794,10000000,1024,4,330,10
"editor-smoke1",character,10,2,-1,empty_batch,empty,12,10000000,1024,0,0,0
"editor-smoke1",character,10,2,0,allocation_release,baseline,11146,10000000,1024,4,330,10
"editor-smoke1",character,10,2,1,allocation_release,candidate,2815,10000000,1024,1,360,360
"editor-smoke1",character,10,2,2,allocation_release,candidate,2810,10000000,1024,1,360,360
"editor-smoke1",character,10,2,3,allocation_release,baseline,11197,10000000,1024,4,330,10
"editor-smoke1",character,10,3,-1,empty_batch,empty,12,10000000,1024,0,0,0
"editor-smoke1",character,10,3,0,allocation_release,baseline,11487,10000000,1024,4,330,10
"editor-smoke1",character,10,3,1,allocation_release,candidate,2822,10000000,1024,1,360,360
"editor-smoke1",character,10,3,2,allocation_release,candidate,2821,10000000,1024,1,360,360
"editor-smoke1",character,10,3,3,allocation_release,baseline,10941,10000000,1024,4,330,10
"editor-smoke1",character,10,4,-1,empty_batch,empty,12,10000000,1024,0,0,0
"editor-smoke1",character,10,4,0,allocation_release,baseline,10999,10000000,1024,4,330,10
"editor-smoke1",character,10,4,1,allocation_release,candidate,2883,10000000,1024,1,360,360
"editor-smoke1",character,10,4,2,allocation_release,candidate,2871,10000000,1024,1,360,360
"editor-smoke1",character,10,4,3,allocation_release,baseline,10811,10000000,1024,4,330,10
"editor-smoke1",character,10,5,-1,empty_batch,empty,10,10000000,1024,0,0,0
"editor-smoke1",character,10,5,0,allocation_release,baseline,11699,10000000,1024,4,330,10
"editor-smoke1",character,10,5,1,allocation_release,candidate,2821,10000000,1024,1,360,360
"editor-smoke1",character,10,5,2,allocation_release,candidate,2804,10000000,1024,1,360,360
"editor-smoke1",character,10,5,3,allocation_release,baseline,10697,10000000,1024,4,330,10
"editor-smoke1",character,10,6,-1,empty_batch,empty,10,10000000,1024,0,0,0
"editor-smoke1",character,10,6,0,allocation_release,baseline,11232,10000000,1024,4,330,10
"editor-smoke1",character,10,6,1,allocation_release,candidate,2834,10000000,1024,1,360,360
"editor-smoke1",character,10,6,2,allocation_release,candidate,2829,10000000,1024,1,360,360
"editor-smoke1",character,10,6,3,allocation_release,baseline,10743,10000000,1024,4,330,10
"editor-smoke1",character,10,7,-1,empty_batch,empty,12,10000000,1024,0,0,0
"editor-smoke1",character,10,7,0,allocation_release,baseline,12302,10000000,1024,4,330,10
"editor-smoke1",character,10,7,1,allocation_release,candidate,2877,10000000,1024,1,360,360
"editor-smoke1",character,10,7,2,allocation_release,candidate,2867,10000000,1024,1,360,360
"editor-smoke1",character,10,7,3,allocation_release,baseline,11399,10000000,1024,4,330,10
